"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"12949","572654",45.48,2,2011-10-25,15805
"12950","572655",385.13,22,2011-10-25,16708
"12951","572657",173.1,10,2011-10-25,15615
"12952","572658",307.19,19,2011-10-25,17690
"12953","572660",183.21,20,2011-10-25,14527
"12954","572661",60.3,3,2011-10-25,17193
"12955","572662",622.69,76,2011-10-25,15443
"12956","572663",60.44,14,2011-10-25,12748
"12957","572664",201.3,11,2011-10-25,16401
"12958","572666",166.92,9,2011-10-25,15134
"12959","572667",280.04,18,2011-10-25,15963
"12960","572668",189.4,47,2011-10-25,18045
"12961","572669",479.4,130,2011-10-25,16549
"12962","572671",93.6,4,2011-10-25,13340
"12963","572672",29.7,1,2011-10-25,13340
"12964","572673",293.77,19,2011-10-25,13309
"12965","572674",88.17,11,2011-10-25,14173
"12966","572675",110.82,29,2011-10-25,17917
"12967","572676",729.19,37,2011-10-25,16258
"12968","572677",150.82,43,2011-10-25,17596
"12969","572678",121.18,11,2011-10-25,13182
"12970","572681",551.89,33,2011-10-25,13510
"12971","572682",62.88,5,2011-10-25,17928
"12972","572683",93.96,4,2011-10-25,15158
"12973","572688",322.94,23,2011-10-25,13028
"12974","572695",395.49,23,2011-10-25,12610
"12975","572703",643.55,154,2011-10-25,16110
"12976","572718",184.87,12,2011-10-25,15656
"12977","572719",632.47,38,2011-10-25,13871
"12978","572720",118.43,13,2011-10-25,13978
"12979","572721",479.03,31,2011-10-25,16201
"12980","572726",624.05,67,2011-10-25,16056
"12981","572732",516.73,45,2011-10-25,18079
"12982","572735",606.84,35,2011-10-25,15630
"12983","572737",213.96,11,2011-10-25,13384
"12984","572738",82.56,6,2011-10-25,14234
"12985","572741",721.72,46,2011-10-25,14341
"12986","572742",245.56,15,2011-10-25,14341
"12987","572743",362.98,39,2011-10-25,14482
"12988","572744",219.14,22,2011-10-25,14085
"12989","572745",29.75,1,2011-10-25,14085
"12990","572746",203.44,50,2011-10-25,13263
"12991","572751",391,27,2011-10-25,17449
"12992","572752",206.62,13,2011-10-25,17449
"12993","572753",232.85,21,2011-10-25,15856
"12994","572755",320.12,57,2011-10-25,13601
"12995","572760",27.33,2,2011-10-26,16225
"12996","572762",289.22,19,2011-10-26,15240
"12997","572763",198.04,14,2011-10-26,12812
"12998","572764",55.2,4,2011-10-26,15110
"12999","572766",50,2,2011-10-26,16013
"13000","572767",363.86,19,2011-10-26,17865
"13001","572768",25,1,2011-10-26,17865
"13002","572771",229.37,14,2011-10-26,16173
"13003","572772",85.45,4,2011-10-26,17511
"13004","572773",78.72,4,2011-10-26,17511
"13005","572774",3.25,1,2011-10-26,16966
"13006","572775",310.22,18,2011-10-26,13126
"13007","572792",8.67,1,2011-10-26,15516
"13008","572810",446.73,27,2011-10-26,13644
"13009","572811",326.24,21,2011-10-26,16071
"13010","572812",146.65,9,2011-10-26,15089
"13011","572830",166.67,26,2011-10-26,16208
"13012","572832",1,1,2011-10-26,16454
"13013","572833",30.82,8,2011-10-26,12748
"13014","572834",64.32,13,2011-10-26,12748
"13015","572835",44.9,2,2011-10-26,17428
"13016","572836",127.81,14,2011-10-26,15568
"13017","572837",374.08,25,2011-10-26,14754
"13018","572838",72.13,7,2011-10-26,14539
"13019","572843",362.4,19,2011-10-26,14315
"13020","572846",210.77,23,2011-10-26,14550
"13021","572847",115.15,29,2011-10-26,14606
"13022","572848",226.83,15,2011-10-26,16188
"13023","572852",28.08,2,2011-10-26,12879
"13024","572853",443.01,28,2011-10-26,17712
"13025","572854",181.99,9,2011-10-26,14096
"13026","572856",106.14,15,2011-10-26,18118
"13027","572858",136.63,31,2011-10-26,13571
"13028","572859",306.91,51,2011-10-26,16418
"13029","572860",260.9,19,2011-10-26,17470
"13030","572861",331.4,34,2011-10-26,14102
"13031","572862",114.74,31,2011-10-26,16750
"13032","572863",219.66,16,2011-10-26,17841
"13033","572865",185.11,44,2011-10-26,17841
"13034","572866",184.01,32,2011-10-26,15005
"13035","572867",221.97,50,2011-10-26,14598
"13036","572868",124.34,12,2011-10-26,17564
"13037","572871",66.48,4,2011-10-26,13408
"13038","572872",197.53,35,2011-10-26,15320
"13039","572873",343.76,22,2011-10-26,12820
"13040","572874",110.52,5,2011-10-26,13408
"13041","572875",20.04,1,2011-10-26,17706
"13042","572876",109.17,6,2011-10-26,17109
"13043","572880",210.35,54,2011-10-26,16415
"13044","572882",492.5,34,2011-10-26,18226
"13045","572884",309.9,17,2011-10-26,13924
"13046","572885",163.45,30,2011-10-26,15311
"13047","572886",269.85,19,2011-10-26,12448
"13048","572887",517.65,27,2011-10-26,12362
"13049","572889",185.35,29,2011-10-26,12748
"13050","572892",33.72,2,2011-10-26,17017
"13051","572893",95.78,7,2011-10-26,18059
"13052","572894",52,3,2011-10-26,12569
"13053","572895",67.74,4,2011-10-26,12569
"13054","572896",537.76,33,2011-10-26,12456
"13055","572899",36.6,7,2011-10-26,13435
"13056","572900",16.8,2,2011-10-26,13107
"13057","572901",132.67,19,2011-10-26,16332
"13058","572903",135.55,34,2011-10-26,17974
"13059","572904",57.66,3,2011-10-26,17175
"13060","572905",154.99,21,2011-10-26,14690
"13061","572906",91.4,5,2011-10-26,17557
"13062","572907",217.75,15,2011-10-26,12827
"13063","572908",198.03,13,2011-10-26,15835
"13064","572909",316.78,28,2011-10-26,15821
"13065","572910",266.94,26,2011-10-26,15990
"13066","572911",475.41,37,2011-10-26,16345
"13067","572912",129.61,18,2011-10-26,16915
"13068","572913",863.89,178,2011-10-26,15993
"13069","572914",93,4,2011-10-26,12948
"13070","572918",237.12,29,2011-10-26,14379
"13071","572921",421.59,61,2011-10-26,15993
"13072","572922",98,16,2011-10-26,17895
"13073","572923",644.24,40,2011-10-27,15948
"13074","572924",29.7,1,2011-10-27,13416
"13075","572925",228.22,14,2011-10-27,12523
"13076","572926",94.35,5,2011-10-27,15659
"13077","572928",118.2,6,2011-10-27,14623
"13078","572929",13.2,2,2011-10-27,16626
"13079","572930",119.87,8,2011-10-27,17613
"13080","572931",67.65,4,2011-10-27,17613
"13081","572932",322.97,19,2011-10-27,15791
"13082","572933",344.96,22,2011-10-27,13458
"13083","572935",376.9,24,2011-10-27,14189
"13084","572946",467.01,26,2011-10-27,13988
"13085","572960",220.49,11,2011-10-27,18154
"13086","572964",581.79,34,2011-10-27,12630
"13087","572969",523.22,37,2011-10-27,13363
"13088","572986",251.59,17,2011-10-27,12681
"13089","572990",236.86,13,2011-10-27,18276
"13090","572994",239.41,15,2011-10-27,17684
"13091","572997",261.21,23,2011-10-27,17878
"13092","572999",45.48,3,2011-10-27,14560
"13093","573000",30,1,2011-10-27,14752
"13094","573001",122.62,18,2011-10-27,12841
"13095","573002",7.14,1,2011-10-27,14646
"13096","573006",42.34,2,2011-10-27,16232
"13097","573007",313.56,18,2011-10-27,16009
"13098","573008",104.16,10,2011-10-27,12901
"13099","573019",268.54,17,2011-10-27,15145
"13100","573020",883.57,54,2011-10-27,14842
"13101","573022",205.7,10,2011-10-27,16011
"13102","573023",314.7,18,2011-10-27,13882
"13103","573026",326.67,34,2011-10-27,17459
"13104","573027",107.18,7,2011-10-27,18225
"13105","573028",193.44,12,2011-10-27,16847
"13106","573029",616.36,105,2011-10-27,14971
"13107","573032",100.07,16,2011-10-27,18211
"13108","573033",149.17,14,2011-10-27,14099
"13109","573035",708.48,45,2011-10-27,12433
"13110","573036",148.8,8,2011-10-27,12437
"13111","573038",344.14,89,2011-10-27,17545
"13112","573066",236.09,32,2011-10-27,16026
"13113","573068",122.68,24,2011-10-27,17545
"13114","573069",104.45,9,2011-10-27,18077
"13115","573070",135.3,37,2011-10-27,13263
"13116","573074",436.38,27,2011-10-27,16265
"13117","573075",77.14,31,2011-10-27,17545
"13118","573076",711.48,49,2011-10-27,13488
"13119","573078",356.2,22,2011-10-27,12839
"13120","573083",766.86,64,2011-10-27,13735
"13121","573085",162.46,8,2011-10-27,14441
"13122","573093",114.65,40,2011-10-27,18283
"13123","573094",237.63,52,2011-10-27,15707
"13124","573095",119.86,6,2011-10-27,14239
"13125","573096",455.93,27,2011-10-27,14004
"13126","573100",342.16,22,2011-10-27,17528
"13127","573102",301.64,18,2011-10-27,13266
"13128","573104",170.6,10,2011-10-27,17652
"13129","573106",181.56,12,2011-10-27,12626
"13130","573108",129,8,2011-10-27,12430
"13131","573109",173.46,8,2011-10-27,15144
"13132","573110",16.5,1,2011-10-27,17677
"13133","573112",244.03,14,2011-10-27,16416
"13134","573113",99.44,6,2011-10-27,18261
"13135","573116",199.52,22,2011-10-27,14525
"13136","573117",502.09,29,2011-10-27,16688
"13137","573119",71.36,5,2011-10-27,15498
"13138","573121",20.8,1,2011-10-27,15498
"13139","573122",225.77,41,2011-10-27,14357
"13140","573123",738.88,49,2011-10-27,13654
"13141","573124",33.2,2,2011-10-27,13654
"13142","573125",151.2,9,2011-10-27,16855
"13143","573126",166.15,11,2011-10-27,15738
"13144","573130",952.48,59,2011-10-27,13969
"13145","573131",253.75,12,2011-10-27,15622
"13146","573132",74.88,5,2011-10-27,15189
"13147","573133",80.7,4,2011-10-27,15288
"13148","573134",74.65,4,2011-10-27,12952
"13149","573135",283.87,16,2011-10-27,12952
"13150","573136",134.93,7,2011-10-27,12709
"13151","573138",624.95,51,2011-10-27,15023
"13152","573139",141.12,32,2011-10-27,14716
"13153","573140",147.96,8,2011-10-27,15955
"13154","573141",183.7,10,2011-10-27,16680
"13155","573142",85.56,6,2011-10-27,18035
"13156","573143",221.14,15,2011-10-27,13098
"13157","573144",51.78,14,2011-10-27,18035
"13158","573145",307.87,18,2011-10-27,18219
"13159","573146",15.6,1,2011-10-27,16422
"13160","573149",148.72,28,2011-10-27,16438
"13161","573150",142.44,32,2011-10-27,15014
"13162","573151",956.53,135,2011-10-27,17602
"13163","573152",149.03,22,2011-10-27,17530
"13164","573153",78.2,5,2011-10-28,12678
"13165","573155",752.13,41,2011-10-28,13632
"13166","573158",156.39,8,2011-10-28,14738
"13167","573159",290.66,19,2011-10-28,16648
"13168","573160",302.09,19,2011-10-28,14359
"13169","573162",29.7,1,2011-10-28,15611
"13170","573163",180.85,9,2011-10-28,16843
"13171","573164",60.75,3,2011-10-28,13993
"13172","573165",170.78,12,2011-10-28,16164
"13173","573166",200.56,15,2011-10-28,13089
"13174","573167",25.68,2,2011-10-28,18287
"13175","573171",169.48,12,2011-10-28,14218
"13176","573173",404.48,25,2011-10-28,12362
"13177","573175",172.59,10,2011-10-28,15096
"13178","573178",235.98,13,2011-10-28,14412
"13179","573179",29.88,2,2011-10-28,13199
"13180","573182",372.74,21,2011-10-28,14232
"13181","573183",167.56,25,2011-10-28,15028
"13182","573184",205.92,11,2011-10-28,14110
"13183","573185",122.56,7,2011-10-28,17730
"13184","573195",361.86,25,2011-10-28,12432
"13185","573196",18.75,1,2011-10-28,15028
"13186","573200",19.9,1,2011-10-28,12432
"13187","573245",368.75,61,2011-10-28,17841
"13188","573248",522.88,71,2011-10-28,14498
"13189","573262",88.77,6,2011-10-28,16851
"13190","573264",565.31,69,2011-10-28,14415
"13191","573265",304.49,17,2011-10-28,16150
"13192","573266",124.5,6,2011-10-28,15290
"13193","573269",249.78,62,2011-10-28,16764
"13194","573270",198.27,15,2011-10-28,17418
"13195","573272",67.56,4,2011-10-28,13102
"13196","573275",105.09,18,2011-10-28,15311
"13197","573276",227,12,2011-10-28,13985
"13198","573277",77.82,21,2011-10-28,14606
"13199","573278",29.7,1,2011-10-28,16102
"13200","573280",343.91,22,2011-10-28,14221
"13201","573281",105,6,2011-10-28,12895
"13202","573282",32.6,3,2011-10-28,18030
"13203","573284",120.38,8,2011-10-28,13812
"13204","573285",72.9,4,2011-10-28,17611
"13205","573287",796.47,48,2011-10-28,14194
"13206","573288",114.08,7,2011-10-28,14194
"13207","573289",701.85,38,2011-10-28,12705
"13208","573291",447.59,29,2011-10-28,16554
"13209","573292",146.2,10,2011-10-28,14416
"13210","573294",29.88,1,2011-10-28,14397
"13211","573295",44.9,2,2011-10-28,14440
"13212","573300",508.77,157,2011-10-28,16049
"13213","573305",433.83,36,2011-10-28,17837
"13214","573311",265.71,85,2011-10-28,14071
"13215","573314",299.15,27,2011-10-28,16987
"13216","573315",338.8,56,2011-10-28,17839
"13217","573319",211.11,12,2011-10-30,17651
"13218","573320",147.66,11,2011-10-30,15513
"13219","573323",622.51,52,2011-10-30,15708
"13220","573324",116.72,7,2011-10-30,16235
"13221","573326",360.02,23,2011-10-30,15298
"13222","573327",12.48,1,2011-10-30,15298
"13223","573328",209,30,2011-10-30,16601
"13224","573329",218.55,26,2011-10-30,14810
"13225","573330",499.31,73,2011-10-30,16923
"13226","573331",69.01,9,2011-10-30,15860
"13227","573332",116.21,16,2011-10-30,15059
"13228","573333",165.84,11,2011-10-30,12483
"13229","573334",20.4,1,2011-10-30,12912
"13230","573335",178.91,37,2011-10-30,15059
"13231","573336",124.94,22,2011-10-30,17372
"13232","573337",60.3,3,2011-10-30,17018
"13233","573338",441.32,56,2011-10-30,14546
"13234","573339",439.29,43,2011-10-30,13278
"13235","573340",518.55,144,2011-10-30,14159
"13236","573341",310.48,21,2011-10-30,16949
"13237","573342",78.71,5,2011-10-30,14582
"13238","573343",289.53,63,2011-10-30,13566
"13239","573344",168.1,40,2011-10-30,14179
"13240","573345",297.31,78,2011-10-30,17609
"13241","573346",185.95,40,2011-10-30,17255
"13242","573347",576.37,130,2011-10-30,13137
"13243","573348",196.68,33,2011-10-30,14487
"13244","573349",29.97,7,2011-10-30,17609
"13245","573350",278.67,16,2011-10-30,17725
"13246","573351",121.32,5,2011-10-30,13524
"13247","573353",225.94,36,2011-10-30,16115
"13248","573354",58.55,3,2011-10-30,14040
"13249","573355",91.38,5,2011-10-30,15865
"13250","573358",465.93,28,2011-10-30,17213
"13251","573359",261.85,52,2011-10-30,14178
"13252","573360",149.31,21,2011-10-30,15748
"13253","573361",240.55,63,2011-10-30,14456
"13254","573362",1755.93,111,2011-10-30,12597
"13255","573363",95.9,6,2011-10-30,16079
"13256","573364",146.32,35,2011-10-30,14710
"13257","573365",109.5,7,2011-10-30,12584
"13258","573366",235.46,17,2011-10-30,16361
"13259","573367",442.47,25,2011-10-30,16145
"13260","573368",190.29,13,2011-10-30,14507
"13261","573369",114.76,41,2011-10-30,16049
"13262","573370",263.5,15,2011-10-30,16626
"13263","573371",63,5,2011-10-30,13113
"13264","573372",42.9,3,2011-10-30,12971
"13265","573373",274.56,109,2011-10-30,14684
"13266","573374",111.3,7,2011-10-30,14755
"13267","573375",349.58,20,2011-10-30,15521
"13268","573376",178.48,16,2011-10-30,13617
"13269","573377",349.93,60,2011-10-30,14653
"13270","573378",92.52,5,2011-10-30,14217
"13271","573379",542.82,33,2011-10-30,15680
"13272","573380",417.25,48,2011-10-30,14572
"13273","573381",349.38,57,2011-10-30,17590
"13274","573382",229.87,13,2011-10-30,17655
"13275","573383",97.89,6,2011-10-30,17447
"13276","573384",291.19,16,2011-10-30,15478
"13277","573385",556.44,31,2011-10-30,13421
"13278","573386",76.4,5,2011-10-30,17183
"13279","573387",168.42,67,2011-10-30,15054
"13280","573388",324.08,18,2011-10-30,14895
"13281","573390",465.93,28,2011-10-30,17213
"13282","573391",259,17,2011-10-30,14911
"13283","573392",244.34,15,2011-10-30,15376
"13284","573393",473.66,40,2011-10-30,14158
"13285","573395",123.56,10,2011-10-30,15385
"13286","573396",161.38,60,2011-10-30,14723
"13287","573397",232.77,44,2011-10-30,15547
"13288","573398",174.4,17,2011-10-30,17373
"13289","573399",189.28,16,2011-10-30,13949
"13290","573400",75.9,4,2011-10-30,17796
"13291","573401",299.06,22,2011-10-30,12364
"13292","573402",214.74,15,2011-10-30,12494
"13293","573403",19.8,1,2011-10-30,16506
"13294","573404",65.4,3,2011-10-30,14295
"13295","573405",437.78,90,2011-10-30,13822
"13296","573406",735.55,42,2011-10-30,14112
"13297","573407",319.03,35,2011-10-30,18067
"13298","573408",59.59,3,2011-10-30,16190
"13299","573410",32.88,2,2011-10-30,15669
"13300","573411",313.32,18,2011-10-30,13870
"13301","573412",54.6,3,2011-10-30,13870
"13302","573413",342.9,72,2011-10-30,15444
"13303","573414",269.03,43,2011-10-30,16877
"13304","573415",678.01,98,2011-10-30,13607
"13305","573416",20.8,1,2011-10-31,14688
"13306","573417",197.71,15,2011-10-31,12581
"13307","573418",160.98,7,2011-10-31,15360
"13308","573419",100.24,5,2011-10-31,13103
"13309","573420",312.46,17,2011-10-31,18223
"13310","573421",120.66,6,2011-10-31,14292
"13311","573422",17.4,1,2011-10-31,14292
"13312","573423",72.85,4,2011-10-31,16133
"13313","573424",20.8,1,2011-10-31,12720
"13314","573425",160.55,9,2011-10-31,16836
"13315","573428",271.26,20,2011-10-31,12571
"13316","573430",286.24,17,2011-10-31,13813
"13317","573442",66.7,4,2011-10-31,12488
"13318","573452",6.84,1,2011-10-31,17450
"13319","573464",136.56,9,2011-10-31,15667
"13320","573481",506.46,30,2011-10-31,13994
"13321","573484",94.08,5,2011-10-31,14883
"13322","573485",533.23,66,2011-10-31,15752
"13323","573486",238.55,15,2011-10-31,13186
"13324","573492",168.5,38,2011-10-31,13544
"13325","573496",458.7,101,2011-10-31,17841
"13326","573500",198.52,39,2011-10-31,16931
"13327","573501",806.2,61,2011-10-31,18055
"13328","573504",65.08,6,2011-10-31,13983
"13329","573507",79.2,5,2011-10-31,13651
"13330","573508",284.82,18,2011-10-31,12552
"13331","573509",215.98,13,2011-10-31,16169
"13332","573510",217.98,22,2011-10-31,14808
"13333","573511",621.1,34,2011-10-31,12347
"13334","573512",99.48,6,2011-10-31,17951
"13335","573531",38.52,2,2011-10-31,12909
"13336","573542",281.78,22,2011-10-31,14702
"13337","573543",256.25,65,2011-10-31,17777
"13338","573544",320.74,35,2011-10-31,12856
"13339","573545",123.75,9,2011-10-31,16969
"13340","573546",432.3,24,2011-10-31,15974
"13341","573548",490.85,60,2011-10-31,13680
"13342","573551",725.62,49,2011-10-31,15044
"13343","573552",396.38,25,2011-10-31,13203
"13344","573556",327,16,2011-10-31,17675
"13345","573564",609.45,39,2011-10-31,16127
"13346","573572",272.67,24,2011-10-31,14527
"13347","573576",3134.26,412,2011-10-31,14096
"13348","573578",121.48,10,2011-10-31,16018
"13349","573579",163.96,29,2011-10-31,15033
"13350","573581",546.91,36,2011-10-31,14911
"13351","573582",515.11,28,2011-10-31,16633
"13352","573583",172.74,11,2011-10-31,14167
"13353","573584",265.84,13,2011-10-31,16705
"13354","573586",15,1,2011-10-31,14704
"13355","573587",200.78,11,2011-10-31,18257
"13356","573588",142.05,8,2011-10-31,12588
"13357","573599",43.5,2,2011-10-31,17924
"13358","573629",103.32,6,2011-10-31,12522
"13359","573632",219.2,14,2011-10-31,15329
"13360","573656",377.05,22,2011-10-31,12417
"13361","573665",425.67,34,2011-10-31,13982
"13362","573666",310.63,27,2011-10-31,15977
"13363","573695",184.37,9,2011-10-31,15023
"13364","573744",335.2,21,2011-11-01,17733
"13365","573745",318.41,17,2011-11-01,17419
"13366","573746",62.4,3,2011-11-01,13461
"13367","573747",151.3,12,2011-11-01,13697
"13368","573748",632.9,36,2011-11-01,14911
"13369","573749",113.82,7,2011-11-01,17389
"13370","573757",22.5,1,2011-11-01,17166
"13371","573758",69.38,5,2011-11-01,14345
"13372","573762",111.88,7,2011-11-01,13758
"13373","573763",353.4,20,2011-11-01,17139
"13374","573769",259.53,15,2011-11-01,13292
"13375","573770",183.2,12,2011-11-01,15214
"13376","573772",155.65,25,2011-11-01,17377
"13377","573773",159.26,8,2011-11-01,13327
"13378","573776",85.45,5,2011-11-01,13468
"13379","573777",180.48,14,2011-11-01,13726
"13380","573778",22.5,1,2011-11-01,18092
"13381","573780",305.03,22,2011-11-01,17503
"13382","573808",173.71,34,2011-11-01,14419
"13383","573814",373.46,56,2011-11-01,13268
"13384","573822",231.3,12,2011-11-01,15527
"13385","573829",325.91,23,2011-11-01,16830
"13386","573830",117.76,21,2011-11-01,16960
"13387","573841",113.92,24,2011-11-01,14995
"13388","573863",314.88,15,2011-11-01,16825
"13389","573865",51.57,14,2011-11-01,15311
"13390","573866",342.59,20,2011-11-01,17495
"13391","573867",251.68,17,2011-11-01,12674
"13392","573868",344.4,23,2011-11-01,12491
"13393","573870",165.75,47,2011-11-01,14485
"13394","573871",152.7,9,2011-11-01,14426
"13395","573872",227.77,15,2011-11-01,17243
"13396","573873",155.35,32,2011-11-01,17346
"13397","573874",459.84,31,2011-11-01,13868
"13398","573875",204.87,14,2011-11-01,15018
"13399","573876",530.37,146,2011-11-01,16360
"13400","573877",34.8,2,2011-11-01,14432
"13401","573878",100.1,6,2011-11-01,14243
"13402","573879",137.97,20,2011-11-01,15039
"13403","573886",156.42,15,2011-11-01,14401
"13404","573887",112.65,7,2011-11-01,16173
"13405","573888",257.02,19,2011-11-01,17696
"13406","573889",213.82,38,2011-11-01,13571
"13407","573890",27.8,8,2011-11-01,12748
"13408","573891",247.17,16,2011-11-01,12682
"13409","573892",694.13,42,2011-11-01,14911
"13410","573893",51.6,3,2011-11-01,18270
"13411","573894",43.47,13,2011-11-01,17812
"13412","573895",7.5,1,2011-11-01,15423
"13413","573897",498.7,76,2011-11-01,16729
"13414","573898",159.68,20,2011-11-01,14562
"13415","573899",208.59,13,2011-11-01,15847
"13416","573900",117,7,2011-11-01,17668
"13417","573901",294.58,22,2011-11-01,14191
"13418","573902",34.98,2,2011-11-01,17428
"13419","573903",355.08,23,2011-11-01,14667
"13420","573904",905.01,155,2011-11-01,14505
"13421","573905",232.21,40,2011-11-01,16971
"13422","573906",153.42,9,2011-11-01,16458
"13423","573907",175.8,11,2011-11-01,13021
"13424","573908",163.39,8,2011-11-01,17739
"13425","573909",215.22,41,2011-11-01,17813
"13426","573910",76.5,3,2011-11-01,13969
"13427","573911",85.25,9,2011-11-01,17315
"13428","573913",498.32,31,2011-11-01,17653
"13429","573914",270.48,16,2011-11-01,14383
"13430","573915",229.8,52,2011-11-01,15511
"13431","573917",22.5,1,2011-11-01,18135
"13432","573918",132.53,16,2011-11-01,17576
"13433","573921",204.92,14,2011-11-02,16352
"13434","573922",16.8,1,2011-11-02,14032
"13435","573923",303.07,33,2011-11-02,17965
"13436","573924",257.78,16,2011-11-02,15065
"13437","573927",282.2,15,2011-11-02,13890
"13438","573928",55.57,3,2011-11-02,16839
"13439","573930",48.66,8,2011-11-02,17811
"13440","573931",296.76,16,2011-11-02,16884
"13441","573934",273.14,18,2011-11-02,17719
"13442","573937",543,38,2011-11-02,15830
"13443","573945",139.27,7,2011-11-02,17663
"13444","573955",459.8,30,2011-11-02,14216
"13445","573992",615.14,41,2011-11-02,15275
"13446","573993",664.21,40,2011-11-02,16790
"13447","573994",99.42,6,2011-11-02,17135
"13448","573996",269.98,13,2011-11-02,16747
"13449","573999",679.65,38,2011-11-02,12779
"13450","574009",320.05,41,2011-11-02,15750
"13451","574011",133.08,10,2011-11-02,16884
"13452","574013",15,1,2011-11-02,14285
"13453","574015",526.83,41,2011-11-02,15576
"13454","574016",42.68,16,2011-11-02,18105
"13455","574017",132.45,8,2011-11-02,16014
"13456","574018",48,3,2011-11-02,13477
"13457","574020",304.68,18,2011-11-02,14673
"13458","574023",102.95,12,2011-11-02,14390
"13459","574024",79.08,7,2011-11-02,17410
"13460","574025",180.98,30,2011-11-02,12748
"13461","574029",598.6,27,2011-11-02,12955
"13462","574032",252.11,20,2011-11-02,17754
"13463","574033",302,17,2011-11-02,16558
"13464","574034",303.19,85,2011-11-02,17841
"13465","574035",45.51,16,2011-11-02,14606
"13466","574036",208.76,16,2011-11-02,16607
"13467","574037",97.5,8,2011-11-02,16043
"13468","574038",399.65,24,2011-11-02,18164
"13469","574039",60.4,7,2011-11-02,17800
"13470","574040",114.39,21,2011-11-02,14974
"13471","574041",19.92,1,2011-11-02,15805
"13472","574042",93.72,7,2011-11-02,17947
"13473","574043",633.58,93,2011-11-02,16367
"13474","574044",30,1,2011-11-02,16210
"13475","574045",19.8,1,2011-11-02,13854
"13476","574046",137.56,31,2011-11-02,15743
"13477","574047",226,11,2011-11-02,13318
"13478","574048",271.37,17,2011-11-02,13769
"13479","574049",44.01,8,2011-11-02,13316
"13480","574050",131.52,9,2011-11-02,13904
"13481","574051",194.5,17,2011-11-02,14102
"13482","574052",119.8,19,2011-11-02,16706
"13483","574053",619.96,38,2011-11-02,16379
"13484","574054",388.94,27,2011-11-02,18104
"13485","574055",26.9,2,2011-11-02,16525
"13486","574056",65.04,3,2011-11-02,14646
"13487","574059",87.97,39,2011-11-02,14646
"13488","574060",223.21,13,2011-11-02,16531
"13489","574062",570.28,32,2011-11-02,17675
"13490","574063",217.38,96,2011-11-02,13271
"13491","574064",236.34,16,2011-11-02,17434
"13492","574066",39.6,2,2011-11-02,13183
"13493","574068",288,17,2011-11-02,12490
"13494","574069",447.21,27,2011-11-02,17735
"13495","574070",339,16,2011-11-02,16748
"13496","574071",171.23,11,2011-11-02,12654
"13497","574072",231.1,13,2011-11-02,15414
"13498","574075",93.06,11,2011-11-02,16365
"13499","574077",191.72,55,2011-11-02,17999
"13500","574079",157.9,34,2011-11-02,17595
"13501","574080",212.19,27,2011-11-02,16348
"13502","574081",362.43,27,2011-11-02,15804
"13503","574082",111.08,16,2011-11-02,16205
"13504","574084",206.48,14,2011-11-02,14528
"13505","574085",175.89,15,2011-11-02,17432
"13506","574086",116.86,8,2011-11-03,15651
"13507","574087",75.2,4,2011-11-03,15651
"13508","574088",263.7,17,2011-11-03,18044
"13509","574089",300.1,20,2011-11-03,17611
"13510","574090",326.87,20,2011-11-03,17442
"13511","574091",269.22,21,2011-11-03,17086
"13512","574093",646.4,37,2011-11-03,12437
"13513","574096",283.12,21,2011-11-03,13599
"13514","574097",405.72,25,2011-11-03,12471
"13515","574098",151.05,10,2011-11-03,16337
"13516","574099",202.3,12,2011-11-03,12808
"13517","574100",86.15,20,2011-11-03,14098
"13518","574102",148.32,7,2011-11-03,16128
"13519","574103",302.57,22,2011-11-03,13636
"13520","574104",308.11,20,2011-11-03,12615
"13521","574107",219.12,13,2011-11-03,13728
"13522","574138",10.08,1,2011-11-03,12415
"13523","574143",55.45,9,2011-11-03,18041
"13524","574149",660.42,44,2011-11-03,13709
"13525","574150",42.38,3,2011-11-03,13709
"13526","574154",183.99,12,2011-11-03,13709
"13527","574161",6.24,2,2011-11-03,17816
"13528","574165",226.92,14,2011-11-03,14815
"13529","574169",93.15,5,2011-11-03,17491
"13530","574170",549.49,65,2011-11-03,16221
"13531","574175",41.6,2,2011-11-03,14110
"13532","574182",269.16,16,2011-11-03,16841
"13533","574194",203.68,10,2011-11-03,15227
"13534","574196",30,2,2011-11-03,15227
"13535","574227",387.91,21,2011-11-03,16992
"13536","574228",262.2,17,2011-11-03,16678
"13537","574233",105.78,8,2011-11-03,16929
"13538","574234",91.59,6,2011-11-03,15271
"13539","574237",355.7,27,2011-11-03,15551
"13540","574239",226.38,13,2011-11-03,14849
"13541","574240",579.21,87,2011-11-03,15998
"13542","574241",10.08,1,2011-11-03,14849
"13543","574245",34.8,2,2011-11-03,14849
"13544","574247",346.53,19,2011-11-03,13168
"13545","574249",369.14,50,2011-11-03,16347
"13546","574250",133.66,31,2011-11-03,17634
"13547","574251",252,16,2011-11-03,18205
"13548","574252",156.08,7,2011-11-03,12437
"13549","574253",440.23,30,2011-11-03,15252
"13550","574255",92.25,5,2011-11-03,12569
"13551","574258",133.61,53,2011-11-03,16891
"13552","574260",232.75,15,2011-11-03,13014
"13553","574262",484.54,27,2011-11-03,13721
"13554","574265",303.45,17,2011-11-03,15605
"13555","574269",849.82,55,2011-11-03,15570
"13556","574272",19.92,1,2011-11-03,16500
"13557","574273",213.08,28,2011-11-03,16322
